"Codigo";"Link";"CodigoExterno";"Nombre";"Descripcion";"Tipo de Adquisicion";"CodigoEstado";"Estado";"CodigoOrganismo";"NombreOrganismo";"sector";"RutUnidad";"CodigoUnidad";"NombreUnidad";"DireccionUnidad";"ComunaUnidad";"RegionUnidad";"Informada";"CodigoTipo";"Tipo";"TipoConvocatoria";"CodigoMoneda";"Moneda Adquisicion";"Etapas";"EstadoEtapas";"TomaRazon";"EstadoPublicidadOfertas";"JustificacionPublicidad";"EstadoCS";"Contrato";"Obras";"CantidadReclamos";"FechaCreacion";"FechaCierre";"FechaInicio";"FechaFinal";"FechaPubRespuestas";"FechaActoAperturaTecnica";"FechaActoAperturaEconomica";"FechaPublicacion";"FechaAdjudicacion";"FechaEstimadaAdjudicacion";"FechaSoporteFisico";"FechaTiempoEvaluacion";"UnidadTiempoEvaluacion";"FechaEstimadaFirma";"FechasUsuario";"FechaVisitaTerreno";"DireccionVisita";"FechaEntregaAntecedentes";"DireccionEntrega";"Estimacion";"FuenteFinanciamiento";"VisibilidadMonto";"MontoEstimado";"Tiempo";"UnidadTiempo";"Modalidad";"TipoPago";"ProhibicionContratacion";"SubContratacion";"UnidadTiempoDuracionContrato";"TiempoDuracionContrato";"TipoDuracionContrato";"JustificacionMontoEstimado";"ObservacionContrato";"ExtensionPlazo";"EsBaseTipo";"UnidadTiempoContratoLicitacion";"ValorTiempoRenovacion";"PeriodoTiempoRenovacion";"EsRenovable";"TipoAprobacion";"NumeroAprobacion";"FechaAprobacion";"NumeroOferentes";"Correlativo";"CodigoEstadoLicitacion";"Codigoitem";"CodigoProductoONU";"Rubro1";"Rubro2";"Rubro3";"Nombre producto genrico";"Nombre linea Adquisicion";"Descripcion linea Adquisicion";"UnidadMedida";"Cantidad";"CodigoProveedor";"CodigoSucursalProveedor";"RutProveedor";"NombreProveedor";"RazonSocialProveedor";"DescripcionProveedor";"Monto Estimado Adjudicado";"Nombre de la Oferta";"Estado Oferta";"Cantidad Ofertada";"Moneda de la Oferta";"MontoUnitarioOferta";"Valor Total Ofertado";"CantidadAdjudicada";"MontoLineaAdjudica";"FechaEnvioOferta";"Oferta seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;4;8;42259565;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-0876 Adaptador en t estéril. Puerto vertical: 15 mm diámetro interior, 22mm diámetro exterior. Puertos horizontales: 22mm diámetro exterior. Sanitizado y desechable. Estéril.";"Unidad";1072;58732;60315;"86.383.300-0";"Mediplex";"MEDIPLEX S.A.";"IN20003.ADAPTADOR T NEBULIZADOR, 22DE15DI, 22DE";780091480;"Oferta Mediplex";"Aceptada";1072;"Peso Chileno";640;686080;1072;686080;"2024-10-07";"Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;5;8;42259567;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-2744 Adaptador libre de látex; puertos horizontales: de 22 mm de diámetro interno y 22 mm externo. Puerto de monitorización de diámetro 5 a 7 mm de diámetro externo. Estéril y desechable.";"Unidad";1296;1793880;1205874;"77.372.975-1";"SUR SPA";"SUR SPA";"EV";780091480;"EV SUMINISTRO DE INSUMO ";"Rechazada";1296;"Peso Chileno";9;11664;0;0;"2024-09-06";"No Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;5;8;42259567;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-2744 Adaptador libre de látex; puertos horizontales: de 22 mm de diámetro interno y 22 mm externo. Puerto de monitorización de diámetro 5 a 7 mm de diámetro externo. Estéril y desechable.";"Unidad";1296;58732;60315;"86.383.300-0";"Mediplex";"MEDIPLEX S.A.";"IN20005.ADAPTADOR LINEA DE PRESION";780091480;"Oferta Mediplex";"Aceptada";1296;"Peso Chileno";280;362880;1296;362880;"2024-10-07";"Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;6;8;42259570;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-1740 Adaptador para circuito de ventilación mecánica con puerto de administración de inhalador de dosis medida, de 15 mm, libre de látex, estéril y desechable.";"Unidad";200;1793880;1205874;"77.372.975-1";"SUR SPA";"SUR SPA";"EV";780091480;"EV SUMINISTRO DE INSUMO ";"Rechazada";200;"Peso Chileno";9;1800;0;0;"2024-09-06";"No Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;6;8;42259570;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-1740 Adaptador para circuito de ventilación mecánica con puerto de administración de inhalador de dosis medida, de 15 mm, libre de látex, estéril y desechable.";"Unidad";200;58732;60315;"86.383.300-0";"Mediplex";"MEDIPLEX S.A.";"HS1751ADAPTADOR INHALADOR 15MM";780091480;"Oferta Mediplex";"Aceptada";200;"Peso Chileno";1600;320000;200;320000;"2024-10-07";"Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;7;8;42259583;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-4043 Adaptador en T, estéril, desechable, puerto vertical: 22 mm diámetro interior, puertos horizontales: un extremo de 15 mm diámetro exterior y el otro extremo 15 mm de diámetro interior. Compatible con nebulizador en malla AEROGEN. Estéril.";"Unidad";296;1793880;1205874;"77.372.975-1";"SUR SPA";"SUR SPA";"EV";780091480;"EV SUMINISTRO DE INSUMO ";"Rechazada";296;"Peso Chileno";9;2664;0;0;"2024-09-06";"No Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;7;8;42259583;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-4043 Adaptador en T, estéril, desechable, puerto vertical: 22 mm diámetro interior, puertos horizontales: un extremo de 15 mm diámetro exterior y el otro extremo 15 mm de diámetro interior. Compatible con nebulizador en malla AEROGEN. Estéril.";"Unidad";296;58732;60315;"86.383.300-0";"Mediplex";"MEDIPLEX S.A.";"AGAGAS3020PIEZA EN T PEDIATRICA 15MM";780091480;"Oferta Mediplex";"Aceptada";296;"Peso Chileno";3500;1036000;296;1036000;"2024-10-07";"Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;8;8;42259585;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-4042 Adaptador en T adulto, estéril, desechable 22 mm macho/ 22 mm hembra. compatible con nebulizador en malla. Estéril. ";"Unidad";296;1793880;1205874;"77.372.975-1";"SUR SPA";"SUR SPA";"EV";780091480;"EV SUMINISTRO DE INSUMO ";"Rechazada";296;"Peso Chileno";9;2664;0;0;"2024-09-06";"No Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;8;8;42259585;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-4042 Adaptador en T adulto, estéril, desechable 22 mm macho/ 22 mm hembra. compatible con nebulizador en malla. Estéril. ";"Unidad";296;58732;60315;"86.383.300-0";"Mediplex";"MEDIPLEX S.A.";"AGAGAS3010PIEZA EN T AEROGEN SOLO 22MM";780091480;"Oferta Mediplex";"Aceptada";296;"Peso Chileno";3500;1036000;296;1036000;"2024-10-07";"Seleccionada"
9323935;"http://www.mercadopublico.cl/fichaLicitacion.html?idLicitacion=1057417-80-LR24";"1057417-80-LR24";"Convenio Suministro Insumos Respiratorios";"Asegurar el abastecimiento oportuno de los insumos que requieren los Centro de Costo Clínicos, para otorgar atención de Salud a los usuarios del Complejo Asistencial, y donde las propias bases fijan los estándares y las sanciones si se verifica incumplimiento.";"Licitación Pública Mayor a 5000 (LR)";8;"Adjudicada";7375;"COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ";"Salud";"61.607.301-K";1057417;"Bienes y Servicios";"AVDA. LAS INDUSTRIAS Nº10445 (EX RUTA 5 SUR)";"Los Angeles";"Región del Biobío ";0;1;"LR";1;"CLP";"Peso Chileno";1;1;1;1;"";0;0;0;852;"2024-03-07";"2024-10-07";"2024-09-05";"2024-09-12";"2024-09-17";"2024-10-09";"2024-10-09";"2024-09-04";"2025-01-28";"2025-01-18";"1900-01-01";0;"RFB_TIME_PERIOD_HOURS";"1900-01-01";0;"1900-01-01";"1900-01-01";"1900-01-01";"1900-01-01";1;"Complejo Asistencial Dr. Víctor Ríos Ruiz. ";1;1390063799;48;"RFB_TIME_PERIOD_HOURS";"RFB_CONTRACT_PAYMENT_METHOD_30_DAYS";1;"No se permite la subcontratación en este proceso.";1;4;48;"";"La presente contratación será financiada con presupuesto del Complejo Asistencial “Dr. Víctor Ríos Ruiz”, Los Ángeles, con cargo al Ítem 22.04.005.003 “Otros insumos clínicos” por un monto estimado total con IVA incluido de  1.390.063.799.-";"Monto estimado total con IVA incluido.";0;0;2;0;NA;0;2;"206";"2025-01-20";23;9;8;42259589;42271907;"EQUIPAMIENTO Y SUMINISTROS MÉDICOS";"PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIOS";"PRODUCTOS PARA EL MANEJO DE LA VÍA AÉREA";"PRODUCTOS O ACCESORIOS DE ASPIRADOR RESPIRATORIO";"Productos o accesorios de aspirador respiratorio";"303-1183 Adaptador en T, estéril, desechable para nebulizadores tipo jet de pequeño volumen. Puerto vertical: 22 mm de diámetro interno, puertos horizontales: un extremo de 22 mm de diámetro externo y el otro extremo de 18 mm de diámetro interno. ";"Unidad";2344;1793880;1205874;"77.372.975-1";"SUR SPA";"SUR SPA";"EV";780091480;"EV SUMINISTRO DE INSUMO ";"Rechazada";2344;"Peso Chileno";9;21096;0;0;"2024-09-06";"No Seleccionada"
