"ID";"Codigo";"Link";"Nombre";"Descripcion/Obervaciones";"Tipo";"ProcedenciaOC";"EsTratoDirecto";"EsCompraAgil";"CodigoTipo";"CodigoAbreviadoTipoOC";"DescripcionTipoOC";"codigoEstado";"Estado";"codigoEstadoProveedor";"EstadoProveedor";"FechaCreacion";"FechaEnvio";"FechaSolicitudCancelacion";"fechaUltimaModificacion";"FechaAceptacion";"FechaCancelacion";"tieneItems";"PromedioCalificacion";"CantidadEvaluacion";"MontoTotalOC";"TipoMonedaOC";"MontoTotalOC_PesosChilenos";"Impuestos";"TipoImpuesto";"Descuentos";"Cargos";"TotalNetoOC";"CodigoUnidadCompra";"RutUnidadCompra";"UnidadCompra";"CodigoOrganismoPublico";"OrganismoPublico";"sector";"ActividadComprador";"CiudadUnidadCompra";"RegionUnidadCompra";"PaisUnidadCompra";"CodigoSucursal";"RutSucursal";"Sucursal";"CodigoProveedor";"NombreProveedor";"ActividadProveedor";"ComunaProveedor";"RegionProveedor";"PaisProveedor";"Financiamiento";"PorcentajeIva";"Pais";"TipoDespacho";"FormaPago";"CodigoLicitacion";"Codigo_ConvenioMarco";"IDItem";"codigoCategoria";"Categoria";"codigoProductoONU";"NombreroductoGenerico";"RubroN1";"RubroN2";"RubroN3";"EspecificacionComprador";"EspecificacionProveedor";"cantidad";"UnidadMedida";"monedaItem";"precioNeto";"totalCargos";"totalDescuentos";"totalImpuestos";"totalLineaNeto";"Forma de Pago"
49180725;"3929-79-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3929-79-SE23";"SERVICIO DE DIFUSIÓN EN MEDIOS ESCRITOS";"SERVICIO DE DIFUSIÓN EN MEDIOS ESCRITOS PARA LA MUNICIPALIDAD DE VIÑA DEL MAR DESDE 3929-65-LE23";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";4;"Enviada a proveedor";1;"Nueva orden de compra";"2023-10-30";"2024-09-11";"2024-09-11";"2024-09-11";NA;NA;1;4;110;1,19;"CLP";1,19;0,19;"IVA";0;0;1;4849;"69.061.000-0";"Secpla";87399;"I MUNICIPALIDAD DE VINA DEL MAR";"Municipalidades";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Viña del Mar";"Región de Valparaíso ";"CL";26511;"90.193.000-7";"EMPRESA EL MERCURIO S.A.P.";26728;"EMPRESA EL MERCURIO S A P";"EDICION DE PERIODICOS, REVISTAS Y PUBLICACIONES PE";"Ñuñoa";"Región Metropolitana de Santiago";"Chile";"Municipalidad de Viña del mar ";19;"CL";12;2;"3929-65-LE23";NA;131648366;44112000;"Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Sistemas de planificación";44112006;"Diarios";"Equipos, accesorios y suministros de oficina";"Accesorios de oficina y escritorio";"Sistemas de planificación";"•	Línea 2 Servicio de difusión en medios escritos de difusión nacional, de acuerdo a oferta económica indicada en el D.A 11082 de 29/08/2023";"PROVEEDOR EMPRESA EL MERCURIO DE VALPARAISO SAP  RUT 90.193.000-7";1;"Unidad";"CLP";1;0;0;0;1;"30 dias contra la recepcion conforme de la factura"
49180726;"3929-80-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3929-80-SE23";" SERVICIO DE DIFUSIÓN EN MEDIOS ESCRITOS";" SERVICIO DE DIFUSIÓN EN MEDIOS ESCRITOSPARA LA MUNICIPALIDAD DE VIÑA DEL MAR DESDE 3929-65-LE23";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";6;"Aceptada";4;"Aceptada";"2023-10-30";"2024-09-11";"2024-09-11";"2024-09-11";"2024-09-13";NA;1;4,91428571428571;21;1,19;"CLP";1,19;0,19;"IVA";0;0;1;4849;"69.061.000-0";"Secpla";87399;"I MUNICIPALIDAD DE VINA DEL MAR";"Municipalidades";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Viña del Mar";"Región de Valparaíso ";"CL";27469;"96.705.640-5";"EMPRESA EL MERCURIO DE VALPARAISO  S A P";27551;"EMPRESA EL MERCURIO DE VALPARAISO  S A P";"EDICION PRINCIPALMENTE DE LIBROS| IMPRESION PRINCI";"Algarrobo";"Región de Valparaíso ";"Chile";"Municipalidad de Viña del mar ";19;"CL";12;2;"3929-65-LE23";NA;131648367;44112000;"Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Sistemas de planificación";44112006;"Diarios";"Equipos, accesorios y suministros de oficina";"Accesorios de oficina y escritorio";"Sistemas de planificación";"•	Línea 1: Servicio de difusión en medios escritos de difusión regional de acuerdo a oferta económica indicada en el D.A 11082 de 29/08/2023";"EMPRESA EL MERCURIO DE VALPARAISO SPA  RUT 96.
705.640-5";1;"Unidad";"CLP";1;0;0;0;1;"30 dias contra la recepcion conforme de la factura"
49180727;"3929-81-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3929-81-SE23";"SERVICIO DE DIFUSIÓN EN MEDIOS ESCRITOS";"SERVICIO DE DIFUSIÓN EN MEDIOS ESCRITOS PARA LA MUNICIPALIDAD DE VIÑA DEL MAR DESDE 3929-65-LE23";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";6;"Aceptada";4;"Aceptada";"2023-10-30";"2024-09-11";"2024-09-11";"2024-09-11";"2024-09-13";NA;1;4,91428571428571;21;1,19;"CLP";1,19;0,19;"IVA";0;0;1;4849;"69.061.000-0";"Secpla";87399;"I MUNICIPALIDAD DE VINA DEL MAR";"Municipalidades";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Viña del Mar";"Región de Valparaíso ";"CL";27469;"96.705.640-5";"EMPRESA EL MERCURIO DE VALPARAISO  S A P";27551;"EMPRESA EL MERCURIO DE VALPARAISO  S A P";"EDICION PRINCIPALMENTE DE LIBROS| IMPRESION PRINCI";"Algarrobo";"Región de Valparaíso ";"Chile";"Municipalidad de Viña del mar ";19;"CL";12;2;"3929-65-LE23";NA;131648368;44112000;"Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Sistemas de planificación";44112006;"Diarios";"Equipos, accesorios y suministros de oficina";"Accesorios de oficina y escritorio";"Sistemas de planificación";"Servicio de difusión en medios escritos de difusión regional de acuerdo a oferta económica indicada en el D.A 11082 de 29/08/2023";"EMPRESA EL MERCURIO DE VALPARAISO SAP RUT 96.705.640-5";1;"Unidad";"CLP";1;0;0;0;1;"30 dias contra la recepcion conforme de la factura"
49220659;"1057547-22345-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057547-22345-SE23";"ORDEN DE COMPRA DESDE 1057547-47-LQ23 NOV23";"ADQ DE BAJADAS CON COMODATO DE BOMBAS DE INFUSIÓN DESDE 1057547-47-LQ23";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-11-04";"2024-09-25";"2023-11-04";"2023-11-04";"2024-09-26";NA;1;4,86666666666667;6;2399040;"CLP";2399040;383040;"IVA";0;0;2016000;1057547;"61.607.502-0";"Bienes y Servicios";7410;"SERVICIO DE SALUD VALDIVIA HOSPITAL BASE";"Salud";"Servicio Público";"Valdivia";"Región de Los Ríos";"CL";44934;"77.478.120-k";"Fresenius Kabi Chile Ltda.";44105;"Fresenius Kabi Chile Ltda.";"VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS| TRA";"San Joaquín";"Región Metropolitana de Santiago";"Chile";"";19;"CL";7;2;"1057547-47-LQ23";NA;131763442;42222000;"Equipamiento y suministros médicos / Productos administrados por vía intravenosa y arterial / Bombas, analizadores, sensores y accesorios de infusión intravenosa";42222008;"Kits o accesorios de bombas de infusión";"Equipamiento y suministros médicos";"Productos administrados por vía intravenosa y arterial";"Bombas, analizadores, sensores y accesorios de infusión intravenosa";"2230403	Bajadas";"7751902 Amika Pump Set VarioLine ENFIT, caja x 30 unidades Marca Fresenius Kabi";720;"Unidad";"CLP";2800;0;0;0;2016000;"30 dias contra la recepcion conforme de la factura"
49229569;"1263-15-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1263-15-SE23";"DESPACHO DE CORRESPONDENCIA MES DE OCTUBRE 2023";"DESPACHO DE CORRESPONDENCIA  OCTUBRE 2023";"SE";"Orden de Compra para informar";"No";"No";8;"SE";"Sin emisión automática";6;"Aceptada";4;"Aceptada";"2023-11-06";"2024-09-27";"2024-09-27";"2025-02-10";"2024-09-30";NA;1;4;92;7065;"CLP";7065;0;"Exento";785;0;7850;2259;"61.202.000-0";"Dirección de Obras Portuarias - Iquique";7246;"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"Obras Públicas";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Iquique";"Región de Tarapacá  ";"CL";15293;"60.503.000-9";"EMPRESA DE CORREOS DE CHILE -";16120;"EMPRESA DE CORREOS DE CHILE";"OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.";"Talcahuano";"Región del Biobío ";"Chile";"22";0;"CL";7;2;"";NA;138030411;44121500;"Equipos, accesorios y suministros de oficina / Suministros de oficina / Suministros de correo";44121509;"Valijas o bolsas para correspondencia";"Equipos, accesorios y suministros de oficina";"Suministros de oficina";"Suministros de correo";"";"";1;"Unidad no definida";"CLP";7850;0;0;0;7850;"30 dias contra la recepcion conforme de la factura"
49241514;"711-997-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=711-997-SE23";"SERVICIO SANITIZACIÓN SEREMITT MAGALLANES";"LICITACIÓN 711-22-LE22. CONTRATO APROBADO MEDIANTE REX 391/2024.
OC por los servicios programados para el año 2024.
item 22.08.001";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-11-07";"2024-09-16";"2024-09-16";"2024-09-16";"2024-09-16";NA;1;0;0;3312960;"CLP";3312960;528960;"IVA";0;0;2784000;1707;"61.212.000-5";"SUBSECRETARÍA DE TRANSPORTES";7007;"SUBSECRETARIA DE TRANSPORTES";"Gob. Central, Universidades";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| OTRAS A";"Santiago";"Región Metropolitana de Santiago";"CL";581645;"76.084.081-5";"7 PLAGAS LTDA.";1151309;"Sociedad Comercial 7 Plagas Ltda.";"DESTRUCCION DE PLAGAS; PULVERIZACIONES, FUMIGACION";"Ancud";"Región de los Lagos ";"Chile";"";19;"CL";7;2;"711-22-LE22";NA;131822000;76101500;"Servicios de limpieza industrial / Servicios de descontaminación / Desinfección";76101501;"Servicios de saneamiento de aseos";"Servicios de limpieza industrial";"Servicios de descontaminación";"Desinfección";"SERVICIO DE SANITIZACIÓN, DESINSECTACIÓN Y CONTROL DE PLAGAS";"SERVICIO DE SANITIZACIÓN, DESINSECTACIÓN Y CONTROL DE PLAGAS";1;"Global";"CLP";2784000;0;0;0;2784000;"30 dias contra la recepcion conforme de la factura"
49242049;"898-3130-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=898-3130-SE23";"ORDEN DE COMPRA DESDE 898-189-LP23, Res. Adj. N° 3947 FECHA 03.11.23";"Facturar y Despachar a: Hospital Claudio Vicuña, Rut 61.602.126-5 Carmen Guerrero nº 945 San Antonio Bodega Central de Farmacia Lunes a jueves 8:00 a 16:30 hrs Viernes 8:00 a 15:30 hrs   ID Nº 27576590/6429 Vigencia de esta orden de compra es de 20 dias corridos a contar de la emisión. Ped El proveedor debe emitir la factura electrónica identificando en forma idéntica el ID de la Orden de Compra en el campo de referencia 801 y enviar a casilla dipresrecepcion@custodium.com.
Nos encontramos en un proceso dinámico para el pago oportuno de las compras que realizamos con Uds. para esto solicitados a nuestros proveedores de bienes y servicios, que toda facturación de realice con Orden de Compra y Recepción Conforme, y se requiere que la Factura se genere con Fecha de Recepción Conforme.
Agradeceremos, para cada emisión de Factura Electrónica nos remita una copia electrónica a la casilla: facturas.hcv@redsalud.gov.cl
";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-11-07";"2024-09-12";"2024-09-12";"2024-09-12";"2024-09-13";NA;1;4,66666666666667;24;388416;"CLP";388416;62016;"IVA";0;0;326400;1894;"61.602.126-5";"HOSPITAL CLAUDIO VICUNA";7239;"SERVICIO DE SALUD VALPARAISO SAN ANTONIO";"Salud";"HOSPITALES Y CLINICAS";"San Antonio";"Región de Valparaíso ";"CL";26577;"91.546.000-3";"LABORATORIO SANDERSON S.A.";26782;"LABORATORIO SANDERSON S.A.";"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS";"Concepción";"Región del Biobío ";"Chile";"6429";19;"CL";7;48;"898-189-LP23";NA;131823435;51142200;"Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Analgésicos narcóticos";51142219;"Fentanilo";"Medicamentos y productos farmacéuticos";"Medicamentos para el sistema nervioso central";"Analgésicos narcóticos";"Fentanilo 0.5 mg/10 ml solución inyectable para administración intramuscular-intravenosa ampolla o frasco ampolla. Vencimiento mayor a 18 meses desde el envío de la orden";"ICL224B FENTANILO 0,5MG10ML CAJA 100 AMPOLLA DE VIDRIO DEBIDAMENTE ROTULADA. CAJA CON ETIQUETA CON COLOR EXCLUSIVO POR MOLECULA, CON ESTRELLA ROJA Y CON CODIGO DE BARRA INCORPORADO. REGISTRO ISP F-1088621. EQUIVALENTE TERAPÉUTICO. ENTREGA: 48 HORAS VENCE:";800;"Unidad";"CLP";408;0;0;0;326400;NA
49255195;"1057976-39-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057976-39-SE23";"CONSERVACION RECINTO FARMACIA Y DIVERSAS AREAS INTERIOR HOSP. PTO. OCTAY DESDE 1057976-21-R123";"CONSERVACION RECINTO FARMACIA Y DIVERSAS AREAS INTERIOR HOSP. PTO. OCTAY DESDE 1057976-21-R123";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-11-09";"2024-09-09";"2024-09-09";"2024-09-09";"2024-09-09";NA;1;0;0;161637331,1;"CLP";161637331,1;25807641,1;"IVA";0;0;135829690;1057976;"61.607.600-0";"Obras Civiles";7296;"SERVICIO DE SALUD OSORNO";"Salud";"Servicio Público";"Osorno";"Región de los Lagos ";"CL";78915;"77.851.400-1";"Arrayan";76739;"Arrayan";"CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE";"Concepción";"Región del Biobío ";"Chile";"3622";19;"CL";22;2;"1057976-21-R123";NA;131860729;72131700;"Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras";72131702;"Construcción de obras civiles";"Servicios de construcción y mantenimiento";"Construcción de edificios en general";"Construcción de obras civiles y infraestructuras";"CONSERVACION DE RECINTO FARMACIA Y DIVERSAS ÁREAS AL INTERIOR DEL HOSPITAL DE PUERTO OCTAY";"REMODELACION FARMACIA Y OTROS P OCTAY";1;"Unidad";"CLP";135829690;0;0;0;135829690;"30 dias contra la recepcion conforme de la factura"
49440006;"2582-640-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2582-640-SE23";"OC DESDE 2582-73-LE23";"HABILITACIÓN FUENTES PARQUE OHIGGINS Y DEL NIÑO DESDE 2582-73-LE23. Todos los documentos tributarios que sean emitidos a nombre de Ilustre Municipalidad de Santiago, deben incorporar en el campo “Documentos de Referencia” (Campo 801) el N° de la orden de compra. Solo se gestionarán los DTE recepcionados en nuestra plataforma electrónica. Para ello debe enviar el XML a la casilla 69070100-6@prd.inbox.febos.cl. Los documentos que no cumplan con lo anterior estarán sujetos a rechazo comercial.";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";6;"Aceptada";4;"Aceptada";"2023-12-01";"2024-09-02";"2024-09-02";"2024-09-02";"2024-09-04";NA;1;0;0;26519999,66;"CLP";26519999,66;4234285,66;"IVA";0;0;22285714;3573;"69.070.100-6";"SECPLAN";86568;"I MUNICIPALIDAD DE SANTIAGO";"Municipalidades";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Santiago";"Región Metropolitana de Santiago";"CL";72878;"77.385.080-1";"SERVIBOMBA";70663;"ASESORIAS HIDRAULICAS LIMITADA";"OTRAS REPARACIONES DE EFECTOS PERSONALES Y ENSERES";"Santiago Centro";"Región Metropolitana de Santiago";"Chile";"215.22.08.003";19;"CL";12;2;"2582-73-LE23";NA;132395627;72131700;"Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras";72131702;"Construcción de obras civiles";"Servicios de construcción y mantenimiento";"Construcción de edificios en general";"Construcción de obras civiles y infraestructuras";"Habilitación de sala de bombas y el correcto funcionamiento de la fuente parque O’Higgins y la canalización e instalación de
focos para la fuente del Niño según Bases de Licitación.";"Provision e Inslatacion de la sala de bombas parque O Higgins y alumbrado de la fuente del niño.";1;"Unidad";"CLP";22285714;0;0;0;22285714;"30 dias contra la recepcion conforme de la factura"
49480041;"3682-1689-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3682-1689-SE23";"SERVICIO REPARACION  FUGAS DE AGUA.";". Contratación de servicio de reparación de tres fugas de agua en la matriz de agua potable del Gimnasio Municipal.
IMPUTACION:22-06-001. (5-5-19)
     El   Memorándum Nº 135, de fecha 23 de noviembre del 2023, emitidos por Mario Baez Lazo Director de Obras Municipales

";"SE";"Costo de evaluación desproporcionado, y por monto de contratación inferior a 100 UTM";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-12-06";"2024-09-24";"2024-09-24";"2023-12-06";"2024-09-25";NA;1;0;0;499800;"CLP";499800;79800;"IVA";0;0;420000;4602;"69.041.400-7";"I MUNICIPALIDAD DE SALAMANCA";116295;"I MUNICIPALIDAD DE SALAMANCA";"Municipalidades";"MUNICIPALIDADES";"Salamanca";"Región de Coquimbo ";"CL";275678;"13.199.079-0";"christian lemus bugueño";269999;"CHRISTIAN ANDRÉS LEMUS BUGUEÑO";"OBRAS MENORES CONSTRUCCION (CONTRATISTAS, ALBANILE";"Salamanca";"Región de Coquimbo ";"Chile";"9580/9359";19;"CL";12;2;"";NA;132511678;21101500;"Maquinaria para agricultura, pesca y silvicultura / Maquinaria para agricultura, silvicultura y paisaje / Maquinaria agrícola para preparación del suelo";21101510;"Cañerías o tuberías de riego";"Maquinaria para agricultura, pesca y silvicultura";"Maquinaria para agricultura, silvicultura y paisaje";"Maquinaria agrícola para preparación del suelo";" Contratación de servicio de reparación de tres fugas de agua en la matriz de agua potable del Gimnasio Municipal. Se adjunta cotización de dichos trabajos";" Contratación de servicio de reparación de tres fugas de agua en la matriz de agua potable del Gimnasio Municipal. Se adjunta cotización de dichos trabajos";1;"Global";"CLP";420000;0;0;0;420000;"30 dias contra la recepcion conforme de la factura"
49491587;"1263-16-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1263-16-SE23";"DESPACHO DE CORRESPONDENCIA MES DE NOVIEMBRE 2023";"DESPACHO DE CORRESPONDENCIA MES DE NOVIEMBRE 2023";"SE";"Orden de Compra para informar";"No";"No";8;"SE";"Sin emisión automática";6;"Aceptada";4;"Aceptada";"2023-12-07";"2024-09-27";"2024-09-27";"2025-02-10";"2024-09-30";NA;1;4;92;11745;"CLP";11745;0;"Exento";1305;0;13050;2259;"61.202.000-0";"Dirección de Obras Portuarias - Iquique";7246;"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"Obras Públicas";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Iquique";"Región de Tarapacá  ";"CL";127487;"60.503.000-9";"EMPRESA DE CORREOS DE CHILE - Gerencia Zonal Norte";16120;"EMPRESA DE CORREOS DE CHILE";"OTROS SERVICIOS DE TELECOMUNICACIONES N.C.P.";"Antofagasta";"Región de Antofagasta ";"Chile";"SECTOR";0;"CL";7;2;"";NA;132543310;78101800;"Servicios de transporte, almacenaje y correo / Transporte de correo y carga / Transporte de carga por carretera";78101802;"Servicios de transporte regional o nacional en cam";"Servicios de transporte, almacenaje y correo";"Transporte de correo y carga";"Transporte de carga por carretera";"DESPACHO DE CORRESPONDENCIA MES DE NOVIEMBRE 2023";"DESPACHO DE CORRESPONDENCIA MES DE NOVIEMBRE 2023";1;"Unidad no definida";"CLP";13050;0;0;0;13050;"30 dias contra la recepcion conforme de la factura"
49532331;"1058085-4389-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058085-4389-SE23";"ACIDO ZOLEDRÓNICO 5 MG/100ML SOLUCIÓN INYECTABLE.";"1058085-90-LE23
CONVENIO SUMINISTRO DE ACIDO ZOLEDRONICO EN CASO DE NDC PARA EL HOSPITAL DEL SALVADOR.
“DESPACHOS PARCIALIZADOS. FECHAS Y CANTIDADES A ENTREGAR SERAN SOLICITADAS POR CORREO ELECTRONICO DESDE LOGISTICA”. DEBE ACEPTAR O NO LA O/C, DENTRO DE LAS 48 HRS DE SU EMISIÓN.
HORARIO DE ATENCION BODEGA DE MEDICAMENTOS E INSUMOS CLINICOS, DE LUNES A VIERNES DE 08:00 A 13:00 HRS.
NO SE RECEPCIONARAN PEDIDOS QUE NO HAN SIDO SOLICITADOS POR LOGISTICA O QUE VENGAN FUERA DE HORARIO.
PARA CONSULTAS COMUNICARSE AL CORREO: BODEGALOGISTICA@HSALVADOR.CL, TELEFONO: 2 2 5753832
TODAS LAS FACTURAS DEBEN SER EMITIDAS DETALLANDO CORRECTAMENTE EL ID DE LA ORDEN DE COMPRA DE MERCADO PUBLICO Y DEBEN ENVIARSE A LA CASILLA DIPRESRECEPCION @CUSTODIUM.COM
SE RECLAMARA TODA FACTURA QUE NO CUMPLE CON ESTA INDICACION Y QUE NO CUENTAN CON RECEPCION CONFORME ANTES DE 7 DIAS CORRIDOS A PARTIR DE LA FECHA DE EMISION.
REA 5338, 13-11-2023
X 12 MESES";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-12-14";"2024-09-04";"2024-09-04";"2024-09-04";"2024-09-23";NA;1;0;0;1904000;"CLP";1904000;304000;"IVA";0;0;1600000;1058085;"61.608.406-2";"Fármarcos";7428;"SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR";"Salud";"Servicio Público";"Providencia";"Región Metropolitana de Santiago";"CL";60314;"96.599.510-2";"EUROFARMA CHILE SPA";58731;"MEDIPHARM S.A.";"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS";"Pudahuel";"Región Metropolitana de Santiago";"Chile";"";19;"CL";12;2;"1058085-90-LE23";NA;132657316;51182400;"Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Sales de calcio y reguladores del calcio";51182415;"Ácido zoledrónico";"Medicamentos y productos farmacéuticos";"Hormonas y antagonistas hormonales";"Sales de calcio y reguladores del calcio";"3002161403 ACIDO ZOLEDRONICO 5MG/ 100 ML SOLUCION INYECTABLE ";"429816 - DENSIS “ACIDO ZOLEDRONICO” 5 MG SOLUCIÓN INYECTABLE CJ X 1 BOLSA X 100 ML. REG. ISP F-23978-18. EQUIVALENTE TERAPÉUTICO. VENCE: 30-09-2024. Entrega 24 hrs. Sin recargo por flete, puesto en bodegas del Comprador. Validez Oferta 120 días. ";10;"Frasco Ampolla";"CLP";160000;0;0;0;1600000;"30 dias contra la recepcion conforme de la factura"
49552015;"2408-1445-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2408-1445-SE23";"ORDEN DE COMPRA DESDE 2408-366-LP23";"CONSTRUCCIÓN MULTICANCHA TECHADA ESCUELA F-887 ISLA DEL LAJA LOS ANGELES DESDE 2408-366-LP23";"SE";"Proveniente de licitación pública";"No";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-12-18";"2024-09-17";"2024-09-17";"2024-09-17";"2024-09-21";NA;1;0;0;121999484,25;"CLP";121999484,25;19478909,25;"IVA";0;0;102520575;3400;"69.170.100-K";"IMUNI_LOSANGELES ADQUISICIONES";87187;"I MUNICIPALIDAD DE LOS ANGELES";"Municipalidades";"GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA";"Los Angeles";"Región del Biobío ";"CL";107561;"10.507.761-0";"mario cid";105012;"MARIO AGUSTÍN CID MARTÍNEZ";"OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBAN";"Los Angeles";"Región del Biobío ";"Chile";"";19;"CL";12;2;"2408-366-LP23";NA;132715021;72131700;"Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras";72131702;"Construcción de obras civiles";"Servicios de construcción y mantenimiento";"Construcción de edificios en general";"Construcción de obras civiles y infraestructuras";"Construcción multicancha";"Trabajos a realizar en 120 días corridos.";1;"Unidad";"CLP";102520575;0;0;0;102520575;"30 dias contra la recepcion conforme de la factura"
49586132;"3682-1756-SE23";"http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3682-1756-SE23";"CAPACITACION PRODESAL-PADIS";"Servicio de capacitación técnico agrícola con mención en vides y frutales.
SEGUN MEMORANDUM N°2266 EMITIDO POR DIRECTOR DIDECO  ";"SE";"Servicios especializados inferiores a 1000 UTM";"Si";"No";8;"SE";"Sin emisión automática";12;"Recepcion Conforme";7;"Recepcion Conforme";"2023-12-21";"2024-09-05";"2023-12-21";"2024-09-05";"2024-09-05";NA;1;0;0;1200000;"CLP";1200000;156000;"Honorarios (13%)";0;0;1044000;4602;"69.041.400-7";"I MUNICIPALIDAD DE SALAMANCA";116295;"I MUNICIPALIDAD DE SALAMANCA";"Municipalidades";"MUNICIPALIDADES";"Salamanca";"Región de Coquimbo ";"CL";266981;"11.724.069-k";"comanque";261466;"MANUEL ANTONIO ASTUDILLO CHÁVEZ";"OBRAS DE INGENIERIA| OTRAS ACTIVIDADES EMPRESARIAL";"Salamanca";"Región de Coquimbo ";"Chile";"9208";13;"CL";7;2;"";NA;132817593;70171700;"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Desarrollo y vigilancia de recursos hidráulicos / Riego";70171708;"Servicios de asesoría de riego";"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna";"Desarrollo y vigilancia de recursos hidráulicos";"Riego";"TALLER DE MEJOR DEL RIEGO , OPERACION Y MANTENCION DE EQUIPOS DE RIEGO TECNIFICADO. 
20 ASISTENTES 
TEORIA: 10:00 A 13:00 HRS 
PRACTICA: 15:00 A 17:00 HRS 
INLCUYE MATERIALES ";"";1;"Global";"CLP";1044000;0;0;0;1044000;"30 dias contra la recepcion conforme de la factura"
